name_comb,median_WT,median_KO,rratio,pvals
"chr1:9547045:9549045:+:NM_175236||4:0||TSS:1000:1000||Adhfe1:+:9548045:9577968||9547250, 9548040, 9548661||Neil1_vs_WT||chr1:9547045:9549045:+:NM_175236||4:0||TSS:1000:1000||Adhfe1:+:9548045:9577968||9547250, 9548040, 9548661||",1.354217223362,1.5625593417930002,0.14285778411684988,0.01203973454288277
"chr1:22804724:22806724:-:NM_001012623||4:0||TSS:1000:1000||Rims1:-:22468190:22805724||22805598, 22806309||Neil1_vs_WT||chr1:22804724:22806724:-:NM_001012623||6:0||TSS:1000:1000||Rims1:-:22468190:22805724||22805598, 22805872, 22805923, 22806309||",1.231948632385,1.6221541511065,0.2734348047859377,0.003325470208603805
"chr1:59684005:59686005:+:NM_018868||4:0||TSS:1000:1000||Nop58:+:59685005:59711510||59684561, 59684881, 59684908, 59685332||Neil1_vs_WT||chr1:59684005:59686005:+:NM_018868||4:0||TSS:1000:1000||Nop58:+:59685005:59711510||59684561, 59684881, 59684908, 59685332||",1.157847714647,1.489469483373,0.2505342155250824,0.017500841310470944
"chr1:75449509:75451509:+:NM_183022||8:0||TSS:1000:1000||Asic4:+:75450509:75474340||75450634, 75450821, 75451268||Neil1_vs_WT||chr1:75449509:75451509:+:NM_183022||8:0||TSS:1000:1000||Asic4:+:75450509:75474340||75450634, 75450821, 75451268||",1.331897402234,2.03162358913,0.4160676794897846,0.040417596408360464
"chr1:87263363:87265363:+:NM_028889||8:0||TSS:1000:1000||Efhd1:+:87264363:87310791||87263446, 87263790, 87264333, 87265352||Neil1_vs_WT||chr1:87263363:87265363:+:NM_028889||8:0||TSS:1000:1000||Efhd1:+:87264363:87310791||87263446, 87263790, 87264333, 87265352||",1.338838821356,1.7750028116285,0.2801452621432472,0.016599639004552556
"chr1:93802964:93804964:+:NM_025454||5:0||TSS:1000:1000||Ing5:+:93803964:93822100||93803607, 93804121, 93804514||Neil1_vs_WT||chr1:93802964:93804964:+:NM_025454||5:0||TSS:1000:1000||Ing5:+:93803964:93822100||93803607, 93804121, 93804514||",1.5581437814269998,1.776953528215,0.13121640928161565,0.021020749416076297
"chr1:128358656:128360656:-:NM_008567||3:0||TSS:1000:1000||Mcm6:-:128331590:128359656||128359379, 128359687||Neil1_vs_WT||chr1:128358656:128360656:-:NM_008567||4:0||TSS:1000:1000||Mcm6:-:128331590:128359656||128359379, 128359633, 128359687||",1.09086455695475,1.406502824136,0.2527767997381242,0.007849452636631584
"chr1:131909457:131911457:+:NM_001145804||5:0||TSS:1000:1000||Nucks1:+:131910457:131936321||131910365, 131910646, 131910953||Neil1_vs_WT||chr1:131909457:131911457:+:NM_001145804||6:0||TSS:1000:1000||Nucks1:+:131910457:131936321||131910365, 131910646, 131910953, 131911066||",1.280920665919,1.636976221526,0.24404944337753695,0.02100702752645993
"chr1:134454554:134456554:+:NM_153128||4:0||TSS:1000:1000||Klhl12:+:134455554:134490873||134455199, 134455579, 134456297||Neil1_vs_WT||chr1:134454554:134456554:+:NM_153128||4:0||TSS:1000:1000||Klhl12:+:134455554:134490873||134455199, 134455579, 134456297||",1.269515505307,1.525158503659,0.18295013839312535,0.006311756371310512
"chr1:153486660:153488660:-:NM_007842||6:0||TSS:1000:1000||Dhx9:-:153455757:153487660||153486709||Neil1_vs_WT||chr1:153486660:153488660:-:NM_007842||8:0||TSS:1000:1000||Dhx9:-:153455757:153487660||153486709, 153486811, 153488114||",1.0762814363032,1.4826467665110001,0.3176058865277241,0.01326643062749114
"chr1:166408828:166410828:-:NM_001142948||4:0||TSS:1000:1000||Pogk:-:166393611:166409828||166409274, 166410049||Neil1_vs_WT||chr1:166408828:166410828:-:NM_001142948||5:0||TSS:1000:1000||Pogk:-:166393611:166409828||166409274, 166409385, 166410049||",1.2572899508670001,1.768124069925,0.3376953471804648,0.014995889179946403
"chr1:182953787:182955787:+:NM_016928||4:0||TSS:1000:1000||Tlr5:+:182954787:182976044||182954929, 182954940, 182955338||Neil1_vs_WT||chr1:182953787:182955787:+:NM_016928||4:0||TSS:1000:1000||Tlr5:+:182954787:182976044||182954929, 182954940, 182955338||",1.436841073362,1.6484274135230002,0.1371591101782039,0.018381737919272407
"chr1:184882036:184884036:-:NM_178692||6:0||TSS:1000:1000||C130074G19Rik:-:184871925:184883036||184882292, 184883052||Neil1_vs_WT||chr1:184882036:184884036:-:NM_178692||7:0||TSS:1000:1000||C130074G19Rik:-:184871925:184883036||184882292, 184883052, 184883539||",1.213011384866,1.577395699856,0.26116928743843304,0.041183799564328036
"chr2:26205575:26207575:-:NM_001039653||5:0||TSS:1000:1000||Lhx3:-:26200211:26206575||26205857, 26205917, 26207105||Neil1_vs_WT||chr2:26205575:26207575:-:NM_001039653||5:0||TSS:1000:1000||Lhx3:-:26200211:26206575||26205857, 26205917, 26207105||",1.3073105449940001,1.913960780679,0.3766526779970989,0.010170532793231843
"chr2:32287069:32289069:-:NM_001290552||7:0||TSS:1000:1000||Swi5:-:32278804:32288069||32287552, 32287902, 32288632||Neil1_vs_WT||chr2:32287069:32289069:-:NM_001290552||7:0||TSS:1000:1000||Swi5:-:32278804:32288069||32287552, 32287902, 32288632||",1.102094038823,1.295561911758,0.16138084606185368,0.0019381445221520756
"chr2:32287252:32289252:+:NM_001080968||7:0||TSS:1000:1000||Golga2:+:32288252:32307921||32287552, 32287902, 32288632||Neil1_vs_WT||chr2:32287252:32289252:+:NM_001080968||7:0||TSS:1000:1000||Golga2:+:32288252:32307921||32287552, 32287902, 32288632||",1.102094038823,1.295561911758,0.16138084606185368,0.0019381445221520756
"chr2:60672693:60674693:-:NM_021359||4:0||TSS:1000:1000||Itgb6:-:60598291:60673693||60673129, 60673761, 60674259||Neil1_vs_WT||chr2:60672693:60674693:-:NM_021359||4:0||TSS:1000:1000||Itgb6:-:60598291:60673693||60673129, 60673761, 60674259||",1.295109886037,1.7154115152220002,0.27922181786133793,0.015001795461959724
"chr2:71785938:71787938:+:NM_008397||4:0||TSS:1000:1000||Itga6:+:71786938:71858427||71786756, 71787191||Neil1_vs_WT||chr2:71785938:71787938:+:NM_008397||6:0||TSS:1000:1000||Itga6:+:71786938:71858427||71786756, 71787191, 71787256, 71787303||",1.14807677039345,1.6262073358434999,0.3446875281267341,0.010988287922550024
"chr2:74710992:74712992:+:NM_010468||5:0||TSS:1000:1000||Hoxd3:+:74711992:74748271||74711294, 74711999, 74712117||Neil1_vs_WT||chr2:74710992:74712992:+:NM_010468||5:0||TSS:1000:1000||Hoxd3:+:74711992:74748271||74711294, 74711999, 74712117||",1.323158277445,1.638524125785,0.2129639883034476,0.045485228491436366
"chr2:119270226:119272226:-:NM_145530||6:0||TSS:1000:1000||Rhov:-:119269200:119271226||119271154, 119271196||Neil1_vs_WT||chr2:119270226:119272226:-:NM_145530||7:0||TSS:1000:1000||Rhov:-:119269200:119271226||119270268, 119271154, 119271196||",1.1267389138225,1.346085359681,0.17740560719078505,0.047972506557322415
"chr2:129064946:129066946:+:NM_027192||6:0||TSS:1000:1000||Ttl:+:129065946:129096283||129065190, 129066199, 129066216, 129066652||Neil1_vs_WT||chr2:129064946:129066946:+:NM_027192||6:0||TSS:1000:1000||Ttl:+:129065946:129096283||129065190, 129066199, 129066216, 129066652||",1.5224193437165001,2.070095219508,0.30489834691160045,0.03319189039394116
"chr2:132246788:132248788:-:NM_001141971||4:0||TSS:1000:1000||Tmem230:-:132239491:132247788||132247526, 132248024, 132248637||Neil1_vs_WT||chr2:132246788:132248788:-:NM_001141971||4:0||TSS:1000:1000||Tmem230:-:132239491:132247788||132247526, 132248024, 132248637||",1.147342114332,1.6099350126460001,0.3355432747676008,0.002386566505988065
"chr2:144269902:144271902:-:NM_001199188||4:0||TSS:1000:1000||Snx5:-:144250123:144270902||144270329, 144270490, 144270808||Neil1_vs_WT||chr2:144269902:144271902:-:NM_001199188||4:0||TSS:1000:1000||Snx5:-:144250123:144270902||144270329, 144270490, 144270808||",1.384648286232,1.8142151370989998,0.2685746742008066,0.04769382491853855
"chr2:144269903:144271903:+:NM_028984||4:0||TSS:1000:1000||Mgme1:+:144270903:144281227||144270329, 144270490, 144270808||Neil1_vs_WT||chr2:144269903:144271903:+:NM_028984||4:0||TSS:1000:1000||Mgme1:+:144270903:144281227||144270329, 144270490, 144270808||",1.384648286232,1.8142151370989998,0.2685746742008066,0.04769382491853855
"chr2:145902240:145904240:+:NM_026425||4:0||TSS:1000:1000||Naa20:+:145903240:145916425||145903203, 145904122||Neil1_vs_WT||chr2:145902240:145904240:+:NM_026425||6:0||TSS:1000:1000||Naa20:+:145903240:145916425||145903203, 145903254, 145903320, 145904122||",1.307898645197,1.600881337159,0.2014471316078676,0.007622042002311159
"chr2:152668460:152670460:+:NM_001159551&NM_001159552&NM_001159553||4:0||TSS:1000:1000||H13:+:152669460:152708668&152686707&152685146||152669230, 152669545, 152669865, 152670154||Neil1_vs_WT||chr2:152668460:152670460:+:NM_001159551&NM_001159552&NM_001159553||4:0||TSS:1000:1000||H13:+:152669460:152708668&152686707&152685146||152669230, 152669545, 152669865, 152670154||",1.299210018528,1.760985998475,0.301795033639211,0.020900338287546588
"chr2:152910351:152912351:+:NM_001081044||6:0||TSS:1000:1000||Mylk2:+:152911351:152923065||152910817, 152911308, 152911883||Neil1_vs_WT||chr2:152910351:152912351:+:NM_001081044||6:0||TSS:1000:1000||Mylk2:+:152911351:152923065||152910817, 152911308, 152911883||",1.23498391696,1.558307717319,0.23150021028323856,0.038227574254801916
