name_comb,median_WT,median_KO,rratio,pvals
"chr1:4491927:4496354:-:NM_011441||8:0||gene:1000:1000||Sox17:-:4490927:4497354||4491931, 4492229, 4492308, 4492403, 4492422, 4492481, 4492561, 4493614||Neil1_vs_WT||chr1:4491927:4496354:-:NM_011441||9:0||gene:1000:1000||Sox17:-:4490927:4497354||4491931, 4492229, 4492308, 4492403, 4492422, 4492481, 4492561, 4493614, 4493792||",1.3067048469605,2.15972619908,0.49216115410335703,0.00013244072540244793
"chr1:4910575:5069285:-:NM_001177795||14:0||gene:1000:1000||Rgs20:-:4909575:5070285||5018895, 5019043, 5019187, 5019485, 5020234, 5020573, 5021590, 5023551, 5023722||Neil1_vs_WT||chr1:4910575:5069285:-:NM_001177795||14:0||gene:1000:1000||Rgs20:-:4909575:5070285||5018895, 5019043, 5019187, 5019485, 5020234, 5020573, 5021590, 5023551, 5023722||",1.205997900157,1.410745492097,0.15649038613880684,0.01601161120886423
"chr1:10994464:11302682:+:NM_029525||5:0||gene:1000:1000||Prex2:+:10993464:11303682||11295233, 11295406, 11295654, 11295956, 11297444||Neil1_vs_WT||chr1:10994464:11302682:+:NM_029525||5:0||gene:1000:1000||Prex2:+:10993464:11303682||11295233, 11295406, 11295654, 11295956, 11297444||",1.673339423818,3.54536711851,0.717429761381797,0.001641698311648689
"chr1:11264962:11302682:+:NM_001033636||5:0||gene:1000:1000||Prex2:+:11263962:11303682||11295233, 11295406, 11295654, 11295956, 11297444||Neil1_vs_WT||chr1:11264962:11302682:+:NM_001033636||5:0||gene:1000:1000||Prex2:+:11263962:11303682||11295233, 11295406, 11295654, 11295956, 11297444||",1.673339423818,3.54536711851,0.717429761381797,0.001641698311648689
"chr1:12693429:12859372:+:NM_001198566||6:0||gene:1000:1000||Sulf1:+:12692429:12860372||12851374, 12851404, 12851823, 12851921, 12852140||Neil1_vs_WT||chr1:12693429:12859372:+:NM_001198566||7:0||gene:1000:1000||Sulf1:+:12692429:12860372||12851374, 12851404, 12851823, 12851921, 12852140, 12853719||",1.416510330836,1.90523325905,0.2942568654016866,0.03494417510856798
"chr1:12719544:12859372:+:NM_172294||6:0||gene:1000:1000||Sulf1:+:12718544:12860372||12851374, 12851404, 12851823, 12851921, 12852140||Neil1_vs_WT||chr1:12719544:12859372:+:NM_172294||7:0||gene:1000:1000||Sulf1:+:12718544:12860372||12851374, 12851404, 12851823, 12851921, 12852140, 12853719||",1.416510330836,1.90523325905,0.2942568654016866,0.03494417510856798
"chr1:13140104:13371429:-:NM_001302702||11:0||gene:1000:1000||Ncoa2:-:13139104:13372429||13173397, 13174806, 13175319, 13176983, 13177887, 13180367, 13181459, 13181953||Neil1_vs_WT||chr1:13140104:13371429:-:NM_001302702||20:0||gene:1000:1000||Ncoa2:-:13139104:13372429||13172628, 13173397, 13174191, 13174579, 13174806, 13175034, 13175045, 13175319, 13176983, 13177887, 13180367, 13180573, 13181459, 13181953, 13182556, 13182668, 13183254||",2.174874877542,2.90166370468,0.2863324351294045,0.004879110066203387
"chr1:13140104:13373083:-:NM_008678||11:0||gene:1000:1000||Ncoa2:-:13139104:13374083||13173397, 13174806, 13175319, 13176983, 13177887, 13180367, 13181459, 13181953||Neil1_vs_WT||chr1:13140104:13373083:-:NM_008678||20:0||gene:1000:1000||Ncoa2:-:13139104:13374083||13172628, 13173397, 13174191, 13174579, 13174806, 13175034, 13175045, 13175319, 13176983, 13177887, 13180367, 13180573, 13181459, 13181953, 13182556, 13182668, 13183254||",2.174874877542,2.90166370468,0.2863324351294045,0.004879110066203387
"chr1:13140158:13373083:-:NM_001077695||11:0||gene:1000:1000||Ncoa2:-:13139158:13374083||13173397, 13174806, 13175319, 13176983, 13177887, 13180367, 13181459, 13181953||Neil1_vs_WT||chr1:13140158:13373083:-:NM_001077695||20:0||gene:1000:1000||Ncoa2:-:13139158:13374083||13172628, 13173397, 13174191, 13174579, 13174806, 13175034, 13175045, 13175319, 13176983, 13177887, 13180367, 13180573, 13181459, 13181953, 13182556, 13182668, 13183254||",2.174874877542,2.90166370468,0.2863324351294045,0.004879110066203387
"chr1:13565692:13588910:-:NM_028173||6:0||gene:1000:1000||Tram1:-:13564692:13589910||13573529, 13574840, 13576358, 13577678||Neil1_vs_WT||chr1:13565692:13588910:-:NM_028173||12:0||gene:1000:1000||Tram1:-:13564692:13589910||13567656, 13568083, 13569506, 13570234, 13571269, 13572403, 13573529, 13574840, 13576358, 13577678||",1.6539836788734998,2.636855926995,0.4581258394171826,0.017450611034632656
