name_comb,median_WT,median_KO,rratio,pvals
"chr1:4806892:4808892:+:NM_008866||5:0||TSS:1000:1000||Lypla1:+:4807892:4846735||4807832, 4807906, 4807955, 4808223, 4808774||Neil1_vs_WT||chr1:4806892:4808892:+:NM_008866||5:0||TSS:1000:1000||Lypla1:+:4807892:4846735||4807832, 4807906, 4807955, 4808223, 4808774||",1.600134930471,2.82660239941,0.5541180230686827,0.017621257530544693
"chr1:10231670:10233670:-:NM_001102430||4:0||TSS:1000:1000||Arfgef1:-:10137506:10232670||10232525, 10233107, 10233341||Neil1_vs_WT||chr1:10231670:10233670:-:NM_001102430||4:0||TSS:1000:1000||Arfgef1:-:10137506:10232670||10232525, 10233107, 10233341||",1.235582943105,1.813889187349,0.3792828525754736,0.020609451727914296
"chr1:13371429:13373429:-:NM_001302702||6:0||TSS:1000:1000||Ncoa2:-:13139104:13372429||13372233, 13372350, 13372806||Neil1_vs_WT||chr1:13371429:13373429:-:NM_001302702||6:0||TSS:1000:1000||Ncoa2:-:13139104:13372429||13372233, 13372350, 13372806||",1.5220445847330002,2.29682543703,0.4057644527735556,0.01401254351452165
"chr1:16103433:16105433:-:NM_011291||6:0||TSS:1000:1000||Rpl7:-:16101295:16104433||16103785, 16104051, 16104150, 16104480||Neil1_vs_WT||chr1:16103433:16105433:-:NM_011291||7:0||TSS:1000:1000||Rpl7:-:16101295:16104433||16103785, 16104051, 16104062, 16104150, 16104480||",1.141928887228,1.98195731539,0.5378098776184655,7.693261476447894e-05
"chr1:16104881:16106881:+:NM_133832||7:0||TSS:1000:1000||Rdh10:+:16105881:16132550||16105654, 16105798, 16106193, 16106268, 16106345, 16106389||Neil1_vs_WT||chr1:16104881:16106881:+:NM_133832||7:0||TSS:1000:1000||Rdh10:+:16105881:16132550||16105654, 16105798, 16106193, 16106268, 16106345, 16106389||",1.2276662933915,2.0204173943329997,0.488134652402922,0.01595949007940146
"chr1:17726646:17728646:-:NR_130314||5:0||TSS:1000:1000||Gm16070:-:17676026:17727646||17728050, 17728400, 17728630||Neil1_vs_WT||chr1:17726646:17728646:-:NR_130314||6:0||TSS:1000:1000||Gm16070:-:17676026:17727646||17728050, 17728400, 17728522, 17728630||",1.3920431240779998,2.7070283829500004,0.6416015220117103,0.00016892022565110121
"chr1:20819213:20821213:-:NM_008563||4:0||TSS:1000:1000||Mcm3:-:20803013:20820213||20820106, 20820226, 20820665||Neil1_vs_WT||chr1:20819213:20821213:-:NM_008563||5:0||TSS:1000:1000||Mcm3:-:20803013:20820213||20819924, 20820106, 20820226, 20820665||",1.216078041311,2.1584166276795003,0.5585064898919555,0.02482858394882085
"chr1:22804724:22806724:-:NM_001012623||4:0||TSS:1000:1000||Rims1:-:22468190:22805724||22805357, 22805598, 22805830||Neil1_vs_WT||chr1:22804724:22806724:-:NM_001012623||6:0||TSS:1000:1000||Rims1:-:22468190:22805724||22805357, 22805598, 22805830, 22805872, 22805923||",1.417205177814,2.15658728686,0.4137801041076659,0.023600459780574446
"chr1:23921381:23923381:-:NM_028534||6:0||TSS:1000:1000||Smap1:-:23845624:23922381||23921842, 23922005, 23922176, 23922422, 23922472||Neil1_vs_WT||chr1:23921381:23923381:-:NM_028534||6:0||TSS:1000:1000||Smap1:-:23845624:23922381||23921842, 23922005, 23922176, 23922422, 23922472||",1.326762349424,1.642609365522,0.212736596437704,0.01744144099299806
"chr1:25828707:25830707:-:NM_175642||3:0||TSS:1000:1000||Bai3:-:25067475:25829707||25829892, 25830308, 25830700||Neil1_vs_WT||chr1:25828707:25830707:-:NM_175642||5:0||TSS:1000:1000||Bai3:-:25067475:25829707||25829411, 25829580, 25829892, 25830308, 25830700||",1.244219237664,1.5094424733,0.1926331288843399,0.04984549297784496
