gene_name	correlation	DE_type	mC_type	catalog	feature	DE_dif	mC_dif	location	distance_to_gene
Clip4	negative	up	hypo	DMRs_CHH	TSS	2.13950896664968	-0.0600000000000001	17:71768690:71770690	0
Egfl7	negative	up	hypo	DMRs_CHH	gene	1.52022237911634	-0.0600000000000001	2:26582055:26591682	0
Fxr1	negative	up	hypo	DMRs_CHH	TSS	1.14072037078892	-0.0600000000000001	3:34019078:34021078	0
Grhl1	negative	up	hypo	DMRs_CHH	TSS	7.7763693022036	-0.0600000000000001	12:24571286:24573286	0
Hap1	negative	up	hypo	DMRs_CHH	gene	2.29717497425471	-0.0600000000000001	11:100348326:100355141	0
Kcnk1	negative	up	hypo	DMRs_CHH	gene	1.11633727907013	-0.0600000000000001	8:125996101:126029688	0
Kctd12	negative	up	hypo	DMRs_CHH	TES	6.05718618614277	-0.0600000000000001	14:102975580:102977580	0
Lrrc8b	negative	up	hypo	DMRs_CHH	TES	1.97142860438596	-0.0600000000000001	5:105485189:105487189	0
Lyz2	negative	up	hypo	DMRs_CHH	TES	1.41914592859628	-0.0600000000000001	10:117276540:117278540	0
Mns1	negative	up	hypo	DMRs_CHH	gene	1.57190744106086	-0.0600000000000001	9:72439528:72457576	0
Mroh7	negative	up	hypo	DMRs_CHH	TSS	3.14229594059102	-0.0750000000000002	4:106726930:106728930	0
Pced1b	negative	up	hypo	DMRs_CHH	TES	1.38718794500971	-0.0600000000000001	15:97384691:97386691	0
Pcyox1	negative	up	hypo	DMRs_CHH	TSS	1.82782969717078	-0.0625	6:86396150:86398150	0
Pex2	negative	up	hypo	DMRs_CHH	TES	1.72415239265532	-0.0625	3:5559187:5561187	0
Prdm4	negative	up	hypo	DMRs_CHH	TES	4.18468613271297	-0.0600000000000001	10:85890967:85892967	0
Pter	negative	up	hypo	DMRs_CHH	TES	4.15591528682713	-0.0674999999999999	2:13002454:13004454	0
Sparc	negative	up	hypo	DMRs_CHH	gene	3.39175011057374	-0.0600000000000001	11:55395158:55419080	0
Tdrd7	negative	up	hypo	DMRs_CHH	gene	1.53001010245519	-0.0600000000000001	4:45966334:46033765	0
Uckl1	negative	up	hypo	DMRs_CHH	TSS	1.454576321568	-0.0625	2:181580973:181582973	0
Wnt7b	negative	up	hypo	DMRs_CHH	TES	1.4529763850581	-0.0775000000000001	15:85534436:85536436	0
Ypel4	negative	up	hypo	DMRs_CHH	TES	2.59457579205059	-0.0600000000000001	2:84736877:84738877	0
3110039I08Rik	positive	down	hypo	DMRs_CHH	gene	-1.73897433311587	-0.0600000000000001	9:41377560:41431079	0
Asb6	positive	down	hypo	DMRs_CHH	TSS	-1.57100910542944	-0.0600000000000001	2:30827300:30829300	0
Coq2	positive	down	hypo	DMRs_CHH	TES	-2.31648548377251	-0.0600000000000001	5:100653725:100655725	0
Cryab	positive	down	hypo	DMRs_CHH	TSS	-1.32564466708175	-0.0600000000000001	9:50751970:50753970	0
Csf1	positive	down	hypo	DMRs_CHH	gene	-1.68920620112611	-0.0600000000000001	3:107746594:107759469	0
Ctnnbip1	positive	down	hypo	DMRs_CHH	gene	-1.06843454561056	-0.0600000000000001	4:149519240:149565437	0
Cttn	positive	down	hypo	DMRs_CHH	TES	-1.19193276713247	-0.0625	7:144434723:144436723	0
D7Ertd443e	positive	down	hypo	DMRs_CHH	TES	-1.94694884121265	-0.0600000000000001	7:134265261:134267261	0
Fam21	positive	down	hypo	DMRs_CHH	TES	-1.67256795098654	-0.0600000000000001	6:116261671:116263671	0
Frrs1	positive	down	hypo	DMRs_CHH	gene	-1.19223423194412	-0.0600000000000001	3:116860566:116902750	0
Hapln2	positive	down	hypo	DMRs_CHH	TES	-1.79434625972571	-0.0774999999999999	3:88020749:88022749	0
Htr3a	positive	down	hypo	DMRs_CHH	gene	-1.61309077531954	-0.0600000000000001	9:48900212:48910099	0
Lcor	positive	down	hypo	DMRs_CHH	gene	-1.02384457842958	-0.0600000000000001	19:41550638:41558781	0
Naa40	positive	down	hypo	DMRs_CHH	TES	-2.23032905545902	-0.0600000000000001	19:7224667:7226667	0
Neil1	positive	down	hypo	DMRs_CHH	TES	-1.93343638674097	-0.0600000000000001	9:57142255:57144255	0
Nf2	positive	down	hypo	DMRs_CHH	TES	-1.54822296908135	-0.0600000000000001	11:4764844:4766844	0
Nsun3	positive	down	hypo	DMRs_CHH	TES	-1.7503416506393	-0.0600000000000001	16:62733851:62735851	0
Odf2	positive	down	hypo	DMRs_CHH	TES	-1.42710776741037	-0.0600000000000001	2:29930746:29932746	0
Rinl	positive	down	hypo	DMRs_CHH	TES	-1.0177604155809	-0.0600000000000001	7:28797966:28799966	0
Rnaset2a	positive	down	hypo	DMRs_CHH	gene	-1.74497317937099	-0.0600000000000001	17:8129597:8146788	0
Rnaset2b	positive	down	hypo	DMRs_CHH	gene	-2.01398996506294	-0.0600000000000001	17:8129590:8146832	0
Rnf214	positive	down	hypo	DMRs_CHH	TES	-2.58284415993025	-0.0600000000000001	9:45862690:45864690	0
Sh2d5	positive	down	hypo	DMRs_CHH	gene	-2.39041506883651	-0.0600000000000001	4:138251410:138259968	0
Slc16a10	positive	down	hypo	DMRs_CHH	gene	-2.67837906198354	-0.0600000000000001	10:40034534:40141254	0
Tln2	positive	down	hypo	DMRs_CHH	gene	-4.14633559131979	-0.0600000000000001	9:67218084:67558703	0
Tmem150b	positive	down	hypo	DMRs_CHH	TSS	-2.65584327534542	-0.0600000000000001	7:4724082:4726082	0
Trio	positive	down	hypo	DMRs_CHH	gene	-1.86200802266649	-0.0600000000000001	15:27731648:28024848	0
Znrf3	positive	down	hypo	DMRs_CHH	TES	-10.4308973072368	-0.0649999999999999	11:5275328:5277328	0
