gene	mean_KO	mean_WT	mean_dif	mean_pval	feature	location
0610031O16Rik	0	0.0700000000000001	-0.0700000000000001	3.17048705850656e-08	TES	3:138209716:138211716
0610040F04Rik	0	0.0600000000000001	-0.0600000000000001	4.46513705580136e-10	TES	6:108576035:108578035
0610043K17Rik	0	0.0600000000000001	-0.0600000000000001	3.30510436980403e-76	gene	4:101354782:101398185
1110004E09Rik	0	0.0600000000000001	-0.0600000000000001	1.41099118659861e-30	gene	16:90926810:90933849
1110007C09Rik	0	0.0600000000000001	-0.0600000000000001	5.48073363360834e-22	gene	13:49203950:49215026
1110008P14Rik	0	0.0600000000000001	-0.0600000000000001	2.51381239373437e-12	TSS	2:32380915:32382915
1110015O18Rik	0	0.0600000000000001	-0.0600000000000001	2.90039738635505e-23	gene	3:4799707:4813911
1110020A21Rik	0	0.0600000000000001	-0.0600000000000001	7.54681614373789e-07	TES	17:84916181:84918181
1110028F18Rik	0	0.0600000000000001	-0.0600000000000001	1.88481002831058e-05	TES	8:106593820:106595820
1110036E04Rik	0	0.0600000000000001	-0.0600000000000001	0.00418375298150665	gene	9:64050828:64053100
1110046J04Rik	0	0.0600000000000001	-0.0600000000000001	1.83740989077057e-12	TES	13:33959181:33961181
1110059E24Rik	0	0.0600000000000001	-0.0600000000000001	8.46478782421744e-123	gene	19:21598312:21651791
1190002F15Rik	0	0.0600000000000001	-0.0600000000000001	1.91654901638579e-28	gene	6:134930091:134950718
1190002N15Rik	0	0.0600000000000001	-0.0600000000000001	8.33791834077674e-23	gene	9:94518863:94537081
1190003K10Rik	0	0.0600000000000001	-0.0600000000000001	1.08271062830929e-42	gene	13:64482245:64496792
1190005I06Rik	0	0.0600000000000001	-0.0600000000000001	6.77426915334412e-23	gene	8:120609601:120633382
1200014J11Rik	0	0.0600000000000001	-0.0600000000000001	2.31224989520444e-08	TES	11:73082579:73084579
1300017J02Rik	0	0.0600000000000001	-0.0600000000000001	4.55310121745969e-07	TES	9:103249529:103251529
1500009L16Rik	0	0.0600000000000001	-0.0600000000000001	5.64919776599844e-95	gene	10:83723864:83761762
1500015O10Rik	0.00750000000000006	0.085	-0.0774999999999999	0.000132756281761147	TSS	1:43729601:43731601
1600002D24Rik	0	0.0600000000000001	-0.0600000000000001	9.96968709294333e-147	gene	16:95832122:95897713
1600014C10Rik	0	0.0600000000000001	-0.0600000000000001	1.72002939926695e-39	gene	7:38184216:38196565
1600015I10Rik	0	0.0600000000000001	-0.0600000000000001	7.12004241725891e-14	TES	6:48932687:48934687
1600027J07Rik	0	0.0625	-0.0625	7.35432118377788e-07	gene	8:103344877:103346534
1600029I14Rik	0	0.0600000000000001	-0.0600000000000001	8.69846192724645e-08	TSS	9:99469420:99471420
1600029O15Rik	0	0.0600000000000001	-0.0600000000000001	3.539631487128e-18	gene	9:58203896:58207808
1700001C02Rik	0	0.0600000000000001	-0.0600000000000001	3.22285509149121e-21	gene	5:30467076:30483087
1700001C19Rik	0.01	0.0700000000000001	-0.0600000000000001	2.10641793050647e-06	TES	17:47411733:47413733
1700001J03Rik	0	0.0600000000000001	-0.0600000000000001	4.07487008561848e-12	TSS	5:146184304:146186304
1700001K19Rik	0	0.0600000000000001	-0.0600000000000001	1.44700498339843e-10	TES	12:110666688:110668688
1700001K23Rik	0	0.0600000000000001	-0.0600000000000001	7.77814287969761e-24	gene	19:53249735:53254205
1700001L05Rik	0	0.0600000000000001	-0.0600000000000001	4.34856107846286e-08	TES	15:83352846:83354846
1700001L19Rik	0	0.0600000000000001	-0.0600000000000001	1.27435666756846e-11	TES	13:68613231:68615231
1700001O22Rik	0	0.0625	-0.0625	0.00166498981527979	TSS	2:30802664:30804664
1700003G13Rik	0	0.0625	-0.0625	4.55760720773483e-14	TSS	9:45321079:45323079
1700003G18Rik	0	0.0600000000000001	-0.0600000000000001	0.000232155683561656	TES	7:116080761:116082761
1700006E09Rik	0	0.0600000000000001	-0.0600000000000001	1.15063390993093e-12	gene	11:101988055:101991264
1700006H21Rik	0	0.0600000000000001	-0.0600000000000001	0.00154050221804279	gene	13:107688396:107691168
1700007F19Rik	0	0.0625	-0.0625	0.000832449368687859	TES	3:58140706:58142706
1700007K09Rik	0.00750000000000006	0.0700000000000003	-0.0625000000000002	1.65726342393018e-05	TES	7:131324930:131326930
1700007P06Rik	0	0.0600000000000001	-0.0600000000000001	4.62723070776477e-14	TES	1:187126852:187128852
1700008O03Rik	0	0.0600000000000001	-0.0600000000000001	3.67204642478067e-43	gene	7:44361044:44374030
1700009C05Rik	0	0.0600000000000001	-0.0600000000000001	6.12162094151601e-15	TES	6:81899464:81901464
1700009J07Rik	0	0.0600000000000001	-0.0600000000000001	8.67298067431893e-06	TES	10:77895111:77897111
1700010I14Rik	0	0.0600000000000001	-0.0600000000000001	7.53574228052862e-36	gene	17:8989332:9007319
1700010J16Rik	0	0.0600000000000001	-0.0600000000000001	5.17434563571132e-06	TSS	10:112725925:112727925
1700011C11Rik	0	0.0600000000000001	-0.0600000000000001	5.53154305697174e-22	gene	7:71962174:72026317
1700011H14Rik	0	0.0600000000000001	-0.0600000000000001	2.39093375081242e-06	TES	14:49225358:49227358
1700011I03Rik	0	0.0600000000000001	-0.0600000000000001	6.81324823424992e-06	TSS	18:57532825:57534825
1700011L22Rik	0	0.0600000000000001	-0.0600000000000001	2.43820248318054e-05	TES	8:79209429:79211429
1700012B07Rik	0	0.0600000000000001	-0.0600000000000001	2.80383379764444e-08	TSS	11:109827046:109829046
1700012B09Rik	0.01	0.0750000000000002	-0.0650000000000002	0.000109421467017882	TSS	9:14770030:14772030
1700012H19Rik	0	0.0600000000000001	-0.0600000000000001	1.47505253119831e-09	TSS	11:112824128:112826128
1700012I11Rik	0	0.0600000000000001	-0.0600000000000001	7.64521105219875e-89	gene	15:67227768:67376094
