,DK,Neil1,Neil2,WT
0,0.911734293131919,1.0269768384066142,0.9297592567318528,0.9659845860927352
1,0.9117297450775704,1.0269742108278954,0.9297572177357866,0.965980845935146
2,0.9117206509142287,1.0269689570123592,0.9297531407521276,0.9659733696537882
3,0.9117070152315051,1.0269610791014256,0.9297470283765974,0.9659621606449478
4,0.9116888426313855,1.0269505802263956,0.9297388825747309,0.965947224021578
5,0.9116661393053548,1.0269374623030163,0.9297287053076992,0.9659285662395359
6,0.9116389145448774,1.0269217294879633,0.9297165019187829,0.9659061970828118
7,0.9116071781765106,1.0269033858619772,0.9297022751169293,0.9658801260062526
8,0.9115709411348247,1.0268824356289634,0.9296860293146486,0.9658503635453811
9,0.9115302156885583,1.026858883829556,0.9296677703703197,0.9658169227206216
10,0.9114850167501622,1.0268327366324679,0.9296475046397012,0.965779816724366
11,0.9114353614240704,1.0268040023661869,0.9296252389689529,0.9657390663147143
12,0.9113812673214868,1.0267726883945671,0.9296009814713116,0.9656946896725007
13,0.9113227545106147,1.0267388048832753,0.929574740939123,0.9656467046850361
14,0.9112598456257257,1.026702359830583,0.9295465262972245,0.9655951348541915
15,0.9111925605700218,1.0266633660810662,0.9295163484826057,0.9655399996916773
16,0.9111209222746085,1.0266218303172212,0.9294842160737141,0.9654813216470103
17,0.9110449565853737,1.0265777644617127,0.929450140206948,0.9654191272349631
18,0.9109646913264342,1.0265311827076486,0.9294141332776134,0.9653534446808603
19,0.910880152843765,1.0264820961787853,0.9293762072858172,0.9652843006307308
20,0.9107913730613935,1.0264305191860843,0.92933637877748,0.9652117255345682
21,0.9106983807350946,1.026376465025395,0.9292946574598151,0.9651357510065164
22,0.9106012080480071,1.0263199465625181,0.9292510570352135,0.965056407191673
23,0.9104998885824043,1.0262609792681052,0.929205592023181,0.9649737266945857
24,0.9103944578151667,1.0261995799480723,0.9291582783848463,0.9648877450205092
25,0.9102849507409118,1.0261357651802667,0.9291091326961625,0.9647984959875977
26,0.910171403940969,1.0260695504546415,0.9290581701055717,0.9647060163523691
27,0.9100538570371994,1.0260009545452342,0.9290054093348953,0.9646103431427229
28,0.9099323486794675,1.0259299955976149,0.9289508664914706,0.96451151395809
29,0.9098069189163404,1.025856692522451,0.9288945594626162,0.9644095661198184
30,0.9096776082121601,1.0257810641567466,0.9288365062002387,0.964304540369312
31,0.9095444585784606,1.0257031307410034,0.9287767255406393,0.964196478850186
32,0.9094075144244148,1.0256229131467673,0.9287152378828896,0.9640854242832074
33,0.9092668188187752,1.0255404319438624,0.9286520629968119,0.9639714190738023
34,0.9091224161622055,1.0254557074896948,0.9285872198939796,0.9638545035416048
35,0.9089743522437431,1.0253687631321031,0.9285207304613716,0.9637347215714199
36,0.9088226751373536,1.025279621048501,0.9284526156615487,0.9636121201389134
37,0.9086674303151746,1.0251883034420266,0.928382896590046,0.9634867400880119
38,0.9085086639922155,1.0250948331142546,0.9283115948315701,0.9633586271420495
39,0.908346424885649,1.0249992339978666,0.9282387325229714,0.9632278259767517
40,0.908180763917609,1.0249015359937466,0.928164333648874,0.9630943852276176
41,0.908011726790995,1.0248017582948086,0.9280884194914999,0.9629583483413046
42,0.9078393655414996,1.024699928241372,0.9280110143698088,0.9628197601860466
43,0.9076637295057346,1.024596071146311,0.9279321419974187,0.9626786696685474
44,0.9074848685868538,1.0244902115846541,0.927851824170518,0.9625351233514307
45,0.9073028356035471,1.0243823768209956,0.9277700858762171,0.9623891660774756
46,0.9071176808476901,1.024272592822021,0.9276869507386658,0.962240845430216
47,0.9069294551635635,1.0241608865505198,0.9276024430846607,0.9620902081533703
48,0.9067382135048403,1.0240472876325755,0.9275165874143703,0.9619372995682964
