gene_name	correlation	DE_type	mC_type	catalog	feature	DE_dif	mC_dif	location	distance_to_gene
Asb6	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.57100910542944	1.454850187347	2:30827300:30829300	0
Cbl	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-2.66848842610897	0.8832637829945	9:44233046:44235046	0
Chuk	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.61787477590532	0.900103306433	19:44106477:44108477	0
Clcn7	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-3.69675484378937	0.896521459228	17:25132393:25134393	0
Coq2	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-2.31648548377251	0.528857961687	5:100673256:100675256	0
Ctnnbip1	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.06843454561056	0.918711485035	4:149544116:149546116	0
Dhx29	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.10611247454075	0.539843210355	13:112926792:112928792	0
Dvl1	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.35687447379692	0.50285238695	4:155846316:155848316	0
Odf2	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.42710776741037	0.81152892387	2:29888719:29890719	0
Rabep1	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-1.67464467891875	0.57962068650485	11:70843760:70845760	0
Slc16a10	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-2.67837906198354	0.4126788194665	10:40141254:40143254	0
Znrf3	negative	down	hyper	DMR_CCGG_5hmC_TSS	TSS	-10.4308973072368	0.4931500215564	11:5443847:5445847	0
Tro	negative	up	hypo	DMR_CCGG_5hmC_TSS	TSS	2.30542454347188	-0.6219768741235	X:150656583:150658583	0
Ankrd13c	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.36183885074727	0.7604047779312	3:157946465:157948465	0
Asxl3	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.76194204638071	0.7384243426765	18:22344088:22346088	0
Cep104	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	2.09409799645701	0.936257926533	4:153974560:153976560	0
Cpeb1	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	3.16067292495735	0.5990916168115	7:81453758:81455758	0
Fxr1	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.14072037078892	0.781382187188	3:34019078:34021078	0
Gm7120	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.0646450686815	0.53464561179185	13:119487038:119489038	0
Uckl1	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.454576321568	0.7554206914204	2:181580973:181582973	0
Wnt7b	positive	up	hyper	DMR_CCGG_5hmC_TSS	TSS	1.4529763850581	0.510816613281	15:85579729:85581729	0
