location	feature	gene	median_WT	median_KO	rratio	pvals
chr1:4910575:5069285	  gene	  Rgs20	2.309796572015	1.3224906064175	-0.543627701829219	0.0225287486371927
chr1:33746483:33756750	  gene	  Bag2	2.19710624256	1.353909484242	-0.474904547425011	0.0205847042200039
chr1:33909224:34307662	  gene	  Dst	2.80140262057	2.217096486286	-0.232860909942478	0.016921979439404
chr1:33909224:34307662	  gene	  Dst	3.03265942358	1.951633935662	-0.433772817931567	0.0339024985576763
chr1:33909224:34307662	  gene	  Dst	5.45866430945	1.613724041786	-1.0873102767305	0.0354552330827265
chr1:34012824:34307662	  gene	  Dst	2.80140262057	2.217096486286	-0.232860909942478	0.016921979439404
chr1:34012824:34307662	  gene	  Dst	3.03265942358	1.951633935662	-0.433772817931567	0.0339024985576763
chr1:34012824:34307662	  gene	  Dst	5.45866430945	1.613724041786	-1.0873102767305	0.0354552330827265
chr1:34161329:34182903	  gene	  Dst	3.03265942358	1.951633935662	-0.433772817931567	0.0339024985576763
chr1:36069399:36105446	  gene	  Hs6st1	1.896326172104	1.5922087521	-0.174352515661509	0.0287352110184025
chr1:36373290:36421110	  gene	  Fer1l5	1.822830006067	1.248639596787	-0.373886434524023	0.045362638056908
chr1:36563695:36682183	  gene	  Fam178b	3.83445705423	1.351574962617	-0.957526711577281	0.0304982394396303
chr1:36563695:36592332	  gene	  Fam178b	3.83445705423	1.351574962617	-0.957526711577281	0.0304982394396303
chr1:38176990:38626244	  gene	  Aff3	2.57597212442	1.805252269222	-0.351828523696007	0.0226323351177852
chr1:39195271:39362240	  gene	  Npas2	2.28750505715	1.5119829720945	-0.408224518191051	0.0440744187851193
chr1:59163755:59236093	  gene	  Als2	2.34124167499	1.642673644679	-0.350694216246062	0.0155672978878824
chr1:59163755:59236231	  gene	  Als2	2.34124167499	1.642673644679	-0.350694216246062	0.0155672978878824
chr1:59192622:59236231	  gene	  Als2	2.34124167499	1.642673644679	-0.350694216246062	0.0155672978878824
chr1:63201357:63313575	  gene	  Zdbf2	1.697574970101	1.215180714333	-0.33122877991172	0.0292305705488743
chr1:66831838:66862309	  gene	  Acadl	3.221852107243	1.9571724031005	-0.488385294032378	0.0495234519503126
chr1:72160232:72211307	  gene	  Mreg	2.42596048631	1.740009941294	-0.329311288659586	0.0166520886938449
chr1:73911230:74123449	  gene	  Tns1	2.20281132007	1.461691663444	-0.404485770627109	0.037567146320784
chr1:73911230:74123449	  gene	  Tns1	2.49134554409	1.700027677534	-0.377593607018081	0.0438718570871397
chr1:73911230:74123449	  gene	  Tns1	2.98439186791	1.863622601395	-0.462362178830572	0.041799872822388
chr1:73911230:74123447	  gene	  Tns1	2.20281132007	1.461691663444	-0.404485770627109	0.037567146320784
chr1:73911230:74123447	  gene	  Tns1	2.49134554409	1.700027677534	-0.377593607018081	0.0438718570871397
chr1:73911230:74123447	  gene	  Tns1	2.98439186791	1.863622601395	-0.462362178830572	0.041799872822388
chr1:74286033:74352692	  gene	  Pnkd	2.98943881842	1.508516185951	-0.658487081809345	0.0217645153458217
chr1:75376296:75431306	  gene	  Speg	1.860464276477	1.392211143138	-0.287918757903255	0.00773226608176209
chr1:75386609:75431304	  gene	  Speg	1.860464276477	1.392211143138	-0.287918757903255	0.00773226608176209
chr1:75547265:75558431	  gene	  Slc4a3	2.0207643178795	1.508203986678	-0.2904873532242	0.0225975387375121
chr1:78311345:78419286	  gene	  Sgpp2	2.16530790409	1.720313427653	-0.229046753888076	0.0242945074605528
chr1:82317578:82444367	  gene	  Rhbdd1	2.527231169457	1.5838005101255	-0.458975134644212	0.00978648729151452
chr1:82340048:82444367	  gene	  Rhbdd1	2.527231169457	1.5838005101255	-0.458975134644212	0.00978648729151452
chr1:83160761:83209572	  gene	  Daw1	4.17313178271	2.46563903611	-0.514400268724293	0.00324307444558833
chr1:87265363:87309791	  gene	  Efhd1	2.14236964668	1.613030241501	-0.281908409724854	0.0200929097835622
chr1:88228019:88261289	  gene	  Mroh2a	4.33115624442	2.41843287766	-0.566767348993997	0.0235908419901782
chr1:89455810:89894282	  gene	  Agap1	2.72427207682	1.712780454959	-0.455929522860732	0.0194136318629215
chr1:89455810:89894282	  gene	  Agap1	1.916066737826	1.331713550285	-0.359847733345827	0.0188167204359568
chr1:89455810:89894282	  gene	  Agap1	2.3731969504205	1.902898767422	-0.219966162607692	0.0246204934960517
chr1:90043131:90152401	  gene	  Iqca	2.55965202297	1.736392360289	-0.383264039770684	0.0415255252261576
chr1:90999726:91127944	  gene	  Lrrfip1	2.658369734465	1.603768275138	-0.494869690728401	0.0477085908163577
chr1:91323074:91347303	  gene	  Espnl	2.59959916747	1.552128780842	-0.5045949058651	0.0140290446393878
chr1:93016454:93100874	  gene	  Kif1a	2.275974160355	1.573336677669	-0.365071833506016	0.00874729033871343
chr1:127205985:127481972	  gene	  Mgat5	3.77022233447	3.10445223834	-0.193687741602543	0.03501303129446
chr1:132418452:132465959	  gene	  Dstyk	2.75802858023	1.999019721947	-0.319109166049733	0.00756809642996484
chr1:132510424:132541940	  gene	  Cntn2	3.78296664103	2.26719243948	-0.501069205414092	0.00415831467849247
chr1:132565689:132641858	  gene	  Nfasc	2.33664422732	1.978145376259	-0.16617211219923	0.0399133952680134
chr1:132565689:132740797	  gene	  Nfasc	2.33664422732	1.978145376259	-0.16617211219923	0.0399133952680134
chr1:132565689:132706326	  gene	  Nfasc	2.33664422732	1.978145376259	-0.16617211219923	0.0399133952680134
chr1:133047011:133107688	  gene	  Pik3c2b	2.23253636682	1.478443947285	-0.406411436174309	0.0330381774356495
chr1:133364571:133379319	  gene	  Etnk2	2.08125234016	1.353275705469	-0.423916546913903	0.0190078246032965
chr1:133383299:133423212	  gene	  Sox13	2.3999455131	1.27188767035	-0.614438503271052	0.00325650964576152
