location	feature	gene	median_WT	median_KO	rratio	pvals
chr1:4491927:4496354	  gene	  Sox17	2.51558782311	1.772473071977	-0.346597107323926	0.00264980060584273
chr1:4910575:5069285	  gene	  Rgs20	1.851885206374	1.480773999886	-0.222711764701841	0.0193657688092168
chr1:13114427:13126163	  gene	  Prdm14	2.65515440559	1.633109509169	-0.476670707184513	0.0402644723474524
chr1:13140104:13371429	  gene	  Ncoa2	5.420804778445	2.630979635384	-0.692970650895584	0.0455343973359408
chr1:13140104:13373083	  gene	  Ncoa2	5.420804778445	2.630979635384	-0.692970650895584	0.0455343973359408
chr1:13140158:13373083	  gene	  Ncoa2	5.420804778445	2.630979635384	-0.692970650895584	0.0455343973359408
chr1:20891621:20937756	  gene	  Paqr8	2.65347123459	1.369495919654	-0.638322544384425	0.0137210808634856
chr1:33909224:34307662	  gene	  Dst	2.914472701815	2.069504487133	-0.33907386918051	0.0249680433524262
chr1:33909224:34307662	  gene	  Dst	2.48017205838	1.917966125713	-0.255656329626187	0.00824493040657425
chr1:36069399:36105446	  gene	  Hs6st1	2.38148318564	1.507980837094	-0.449163351783361	0.0283890507517796
chr1:36549638:36557381	  gene	  Sema4c	2.10980699318	1.636397697532	-0.252740752165373	0.00414368176693157
chr1:36549638:36556557	  gene	  Sema4c	2.10980699318	1.636397697532	-0.252740752165373	0.00618416334022817
chr1:37612675:37718811	  gene	  2010300C02Rik	4.6919800393	2.27586451112	-0.693504429008642	0.00622041041558169
chr1:37612675:37718811	  gene	  2010300C02Rik	2.84677781065	1.808845590224	-0.445883238850955	0.0256969011962073
chr1:37612675:37718811	  gene	  2010300C02Rik	2.5259091785	1.524983770985	-0.494175195442896	0.00559671571513803
chr1:38176990:38626244	  gene	  Aff3	2.36577477825	1.757372663587	-0.295115381268993	0.0263887248100437
chr1:38176990:38626244	  gene	  Aff3	2.1157699976	1.7138463803245	-0.209902808851746	0.0386968627231662
chr1:38176990:38626244	  gene	  Aff3	2.97104519968	1.979041793766	-0.40080241305958	0.0356333651718857
chr1:39901912:40025310	  gene	  Map4k4	1.527384451923	1.203261066625	-0.237396896152489	0.0478278376327241
chr1:39901912:40025310	  gene	  Map4k4	1.844335133915	1.420742365303	-0.259468737702828	0.00873158908929095
chr1:42649199:42693825	  gene	  Pantr1	1.895135220817	1.367379352185	-0.323527056706071	0.00529177317360751
chr1:52120437:52160865	  gene	  Stat1	1.88758983294	1.502962179371	-0.226882025211486	0.0016471436048594
chr1:52120621:52160865	  gene	  Stat1	1.88758983294	1.502962179371	-0.226882025211486	0.0016471436048594
chr1:58211396:58267596	  gene	  Aox4	2.42504351025	2.13468827929	-0.127356276360848	0.0409532488119147
