location	feature	gene	median_WT	median_KO	rratio	pvals
1:4291845:4408241	  gene	  Rp1	1.83014354066986	1.92724867724868	0.0516875167387311	0.00847015686398083
1:4291845:4408241	  gene	  Rp1	1.81481481481481	1.91666666666667	0.0545905707196031	0.000362841696026155
1:4344506:4359314	  gene	  Rp1	1.81818181818182	1.98076923076923	0.0855959502991259	0.0298005762374731
1:4774199:4784726	  gene	  Mrpl15	1.8	1.92857142857143	0.0689655172413796	3.61474596653923e-05
1:4808892:4845735	  gene	  Lypla1	1.90454545454545	2	0.0488940628637951	0.00133609682518075
1:4808892:4845735	  gene	  Lypla1	1.82971014492754	1.93933823529412	0.0581728220533663	1.3577266340051e-05
1:4808892:4845735	  gene	  Lypla1	1.83333333333333	1.95454545454546	0.0640000000000004	6.94065147583505e-07
1:4858693:4896909	  gene	  Tcea1	1.95	2	0.0253164556962026	0.000133526137245033
1:4858693:4896909	  gene	  Tcea1	1.93303571428571	2	0.0340522133938704	0.0123134352628444
1:4859327:4896909	  gene	  Tcea1	1.94444444444444	2	0.0281690140845073	0.000262469489727883
1:4859327:4896909	  gene	  Tcea1	1.92582417582418	2	0.0377886634009796	0.00536084720506269
1:4910575:5069285	  gene	  Rgs20	1.85714285714286	1.94117647058824	0.0442477876106194	0.00013714707646251
1:4910575:5069285	  gene	  Rgs20	1.93888888888889	2	0.0310296191819466	0.036144726912561
1:4910575:5069285	  gene	  Rgs20	1.9	1.96551724137931	0.0338983050847457	0.00680075680001923
1:4910575:5069285	  gene	  Rgs20	1.78571428571429	1.90833333333333	0.0663873670641315	6.39952155082759e-07
1:4910575:5069285	  gene	  Rgs20	1.90909090909091	2	0.0465116279069767	2.08360598700583e-07
1:4910575:5069285	  gene	  Rgs20	1.84615384615385	1.9375	0.0482846251588312	0.00165461730038436
1:4910575:5069285	  gene	  Rgs20	1.79285714285714	1.91987179487179	0.0684211824482648	0.00826527174993791
1:4910575:5069285	  gene	  Rgs20	1.88235294117647	2	0.0606060606060604	1.43436098544017e-06
1:4910575:5069285	  gene	  Rgs20	1.87857142857143	1.9	0.0113421550094518	0.00103808155942713
