location	feature	gene	median_WT	median_KO	rratio	pvals
1:4772199:4774199	  TES	  Mrpl15	1.81818181818182	1.9375	0.0635400907715584	6.1978916718013e-06
1:4896909:4898909	  TES	  Tcea1	1.88888888888889	2	0.0571428571428571	0.0280252875447989
1:5605133:5607133	  TES	  Oprk1	1.79285714285714	1.90322580645161	0.0597219624711675	0.0194670973090068
1:9626142:9628142	  TES	  3110035E14Rik	1.45833333333333	1.69230769230769	0.14852492370295	0.00434373218348245
1:9901568:9903568	  TES	  Sgk3	1.83333333333333	1.94117647058824	0.0571428571428572	0.027159850868267
1:9941024:9943024	  TES	  Snhg6	1.04446640316206	1.13809523809524	0.0857971964349621	0.00555400039190328
1:12859372:12861372	  TES	  Sulf1	1.80476190476191	1.88888888888889	0.0455522131499785	0.00582120344340176
1:13112427:13114427	  TES	  Prdm14	1.91666666666667	1.95454545454546	0.0195694716242662	0.00496832870674239
1:13138104:13140104	  TES	  Ncoa2	1.81818181818182	1.93333333333333	0.0613893376413571	0.00042028489690763
1:13138158:13140158	  TES	  Ncoa2	1.86363636363636	1.93333333333333	0.0367118914604944	0.000321717967025975
1:13563692:13565692	  TES	  Tram1	1.88562091503268	1.96076923076923	0.0390747235137187	0.00135500398569812
1:13624899:13626899	  TES	  Lactb2	1.85164835164835	1.94117647058824	0.0472092032381763	0.00414169632273016
1:14167957:14169957	  TES	  Eya1	1.88888888888889	1.93541666666667	0.0243326675140729	0.0331819983145723
1:14752345:14754345	  TES	  Msc	1.85952380952381	2	0.0727945712523135	0.00316630186199561
1:15843052:15845052	  TES	  Terf1	1.93725490196078	2	0.0318725099601595	0.0256264486598221
1:15852861:15854861	  TES	  Sbspon	1.77350427350427	1.93095238095238	0.0850046968473444	0.00525170130172802
1:16064978:16066978	  TES	  4930444P10Rik	1.81818181818182	1.9375	0.0635400907715584	0.0069703225257829
1:16100295:16102295	  TES	  Rpl7	1.8	1.9	0.054054054054054	0.0012233158119424
1:16227809:16229809	  TES	  Stau2	1.66666666666667	1.77777777777778	0.064516129032258	0.000393896888765115
1:16567673:16569673	  TES	  Ube2w	1.83217592592593	1.90454545454545	0.0387342385213635	0.0071793543512042
1:16677275:16679275	  TES	  Tmem70	1.83333333333333	1.92857142857143	0.0506329113924056	0.00922038968767712
1:20733496:20735496	  TES	  Il17a	1.6	1.72727272727273	0.076502732240437	0.000322547186509457
1:20802013:20804013	  TES	  Mcm3	1.81176470588235	1.91883116883117	0.057399121504705	0.00195429225123569
1:20989841:20991841	  TES	  Efhc1	1.85714285714286	2	0.0740740740740742	1.12358461004338e-05
1:21000396:21002396	  TES	  Tram2	1.90476190476191	2	0.0487804878048779	0.0263422137970665
1:21229167:21231167	  TES	  Tmem14a	1.61309523809524	1.75252525252525	0.0828554584918807	0.0268954642394444
1:21264575:21266575	  TES	  Gsta3	1.74074074074074	1.84615384615385	0.0587768069896741	0.0289969547937707
1:21397402:21399402	  TES	  Kcnq5	1.79285714285714	1.91987179487179	0.0684211824482648	0.00057628209103018
1:22287421:22289421	  TES	  Rims1	1.77124183006536	1.94117647058824	0.0915492957746478	9.30646464071482e-05
1:22467190:22469190	  TES	  Rims1	1.88235294117647	1.98333333333333	0.0522444838955108	0.0302028478727655
1:23846858:23848858	  TES	  B3gat2	1.8875	1.94393241167435	0.029457605203943	0.0274411800476213
1:23843824:23845824	  TES	  Smap1	1.62250712250712	1.76819923371648	0.0859361418554789	0.0142409225702381
1:23994938:23996938	  TES	  1110058L19Rik	1.875	2	0.0645161290322581	6.56689546789452e-06
1:24009757:24011757	  TES	  Fam135a	1.7	1.81818181818182	0.0671834625322996	0.0108906225740661
1:24251738:24253738	  TES	  Col9a1	1.83333333333333	1.97435897435897	0.0740740740740741	0.0300865434798614
1:24256682:24258682	  TES	  Col19a1	1.46410256410256	1.75	0.177901874750698	0.00139204131270349
1:24765301:24767301	  TES	  Lmbrd1	1.6	1.81818181818182	0.127659574468085	0.000639701747536611
1:30801341:30803341	  TES	  Phf3	1.84412955465587	1.93095238095238	0.0459978499950209	1.54463373899788e-05
1:31203725:31205725	  TES	  Lgsn	1.75735294117647	1.90476190476191	0.0805048283774741	0.0115253520169776
1:31267061:31269061	  TES	  Gm4850	1.57894736842105	1.75	0.102766798418972	0.000454125252223336
1:32542545:32544545	  TES	  Gm5415	1.84	1.93881118881119	0.0522974998612064	5.47272250201087e-05
1:33452807:33454807	  TES	  Prim2	1.78174603174603	1.94868421052632	0.0895007642220891	5.53632534138518e-06
1:33744483:33746483	  TES	  Bag2	1.91304347826087	2	0.0444444444444442	0.0136714955048019
1:33800959:33802959	  TES	  Zfp451	1.875	1.95238095238095	0.0404354587869361	0.00539724895382049
1:33834898:33836898	  TES	  Gm15455	1.8	1.91666666666667	0.0627802690582961	0.000264271052379889
1:33851051:33853051	  TES	  Bend6	1.86666666666667	1.93333333333333	0.0350877192982453	0.00343117453454458
1:34307662:34309662	  TES	  Dst	1.90909090909091	2	0.0465116279069767	2.99233384966009e-06
1:34182903:34184903	  TES	  Dst	1.51470588235294	1.64583333333333	0.0829778984102366	0.0037545521782756
1:34502062:34504062	  TES	  Prss39	1.83333333333333	1.93333333333333	0.0530973451327434	0.0314381554433842
1:34551330:34553330	  TES	  Prss40	1.63636363636364	1.84615384615385	0.120481927710844	0.00791907183936753
1:34589944:34591944	  TES	  Amer3	1.77777777777778	1.90909090909091	0.0712328767123287	0.0187426938227936
1:34632534:34634534	  TES	  AA619741	1.8	1.92307692307692	0.0661157024793387	0.0102387667432962
1:34878585:34880585	  TES	  Plekhb2	1.78571428571429	1.90909090909091	0.0667838312829525	0.000110169871278365
