name_comb,median_WT,median_KO,rratio,pvals
"1:4772199:4774199:-:NM_001177658||6(4772199, 4772399]:0||TES:1000:1000||Mrpl15:-:4773199:4785726||4772203, 4772295, 4772689, 4772754, 4772755, 4772846, 4772988, 4772989, 4773005, 4773060, 4773061, 4773143, 4773531, 4773848, 4773852, 4774089, 4774132, 4774133, 4774143||KO1.me_vs_WT2.me||1:4772199:4774199:-:NM_001177658||6(4772199, 4772399]:0||TES:1000:1000||Mrpl15:-:4773199:4785726||4772203, 4772295, 4772689, 4772754, 4772755, 4772846, 4772988, 4772989, 4773005, 4773060, 4773061, 4773143, 4773531, 4773848, 4773852, 4774089, 4774132, 4774133, 4774143||",1.7777777777777781,1.8888888888888893,0.06060606060606062,0.00010036318175060545
"1:5605133:5607133:+:NM_001204371||4(5605333, 5605533]:0||TES:1000:1000||Oprk1:+:5588492:5606133||5605473, 5605474, 5605517, 5605518, 5606175, 5606176, 5606183, 5606184, 5606785, 5606835, 5606945, 5607004||KO1.me_vs_WT2.me||1:5605133:5607133:+:NM_001204371||4(5605333, 5605533]:0||TES:1000:1000||Oprk1:+:5588492:5606133||5605473, 5605474, 5605517, 5605518, 5606175, 5606176, 5606183, 5606184, 5606784, 5606785, 5606835, 5606945, 5607004||",1.7888888888888892,1.857142857142857,0.03744013931214615,0.020565601012504285
"1:9576968:9578968:+:NM_175236||4(9576968, 9577168]:0||TES:1000:1000||Adhfe1:+:9548045:9577968||9577063, 9577113, 9577114, 9577484, 9577773, 9577774, 9577801, 9577846, 9578453, 9578637, 9578739||KO1.me_vs_WT2.me||1:9576968:9578968:+:NM_175236||4(9576968, 9577168]:0||TES:1000:1000||Adhfe1:+:9548045:9577968||9577063, 9577113, 9577114, 9577484, 9577773, 9577774, 9577801, 9577846, 9578453, 9578637, 9578739||",1.615384615384615,1.9090909090909087,0.16666666666666696,0.005420894908679337
"1:9626142:9628142:+:NM_178399||4(9626142, 9626342]:0||TES:1000:1000||3110035E14Rik:+:9601266:9627142||9626162, 9626163, 9626353, 9626399, 9626457, 9626508, 9626574, 9626611, 9626631, 9626722, 9626723, 9627360, 9627361, 9627375, 9627376, 9627381, 9627382, 9627420, 9627421, 9627520, 9627521, 9627799, 9627904, 9628057, 9628129||KO1.me_vs_WT2.me||1:9626142:9628142:+:NM_178399||4(9626142, 9626342]:0||TES:1000:1000||3110035E14Rik:+:9601266:9627142||9626162, 9626163, 9626353, 9626399, 9626457, 9626508, 9626574, 9626611, 9626631, 9626722, 9626723, 9627360, 9627361, 9627375, 9627376, 9627381, 9627382, 9627420, 9627421, 9627520, 9627521, 9627799, 9627904, 9628057, 9628129||",1.5,1.666666666666667,0.10526315789473703,0.019085323517222127
"1:12859372:12861372:+:NM_001198566&NM_172294||12(12859372, 12859572]:0||TES:1000:1000||Sulf1:+:12692429&12718544:12860372||12859450, 12859479, 12859486, 12859487, 12859494, 12859593, 12859594, 12860200, 12860201, 12860237, 12860238, 12860241, 12860242, 12860276, 12860279, 12860342, 12860343, 12860416, 12860417, 12860477, 12860478, 12860493, 12860512, 12860618, 12860639, 12860738, 12860750, 12860751, 12861239, 12861240, 12861359||KO1.me_vs_WT2.me||1:12859372:12861372:+:NM_001198566&NM_172294||12(12859372, 12859572]:0||TES:1000:1000||Sulf1:+:12692429&12718544:12860372||12859450, 12859479, 12859486, 12859487, 12859494, 12859593, 12859594, 12860200, 12860201, 12860237, 12860238, 12860241, 12860242, 12860276, 12860279, 12860342, 12860343, 12860416, 12860417, 12860477, 12860478, 12860493, 12860512, 12860618, 12860639, 12860738, 12860750, 12860751, 12861239, 12861240, 12861359||",1.848484848484849,1.9230769230769231,0.03955500618046932,0.019294990486292317
"1:13112427:13114427:-:NM_001081209||4(13112827, 13113027]:0||TES:1000:1000||Prdm14:-:13113427:13127163||13112875, 13112919, 13113959, 13113983, 13113987, 13114007, 13114022, 13114029, 13114030, 13114192, 13114193, 13114224, 13114331, 13114332, 13114342, 13114367, 13114370, 13114379||KO1.me_vs_WT2.me||1:13112427:13114427:-:NM_001081209||4(13112827, 13113027]:0||TES:1000:1000||Prdm14:-:13113427:13127163||13112875, 13112919, 13113959, 13113983, 13113987, 13114007, 13114022, 13114029, 13114030, 13114192, 13114193, 13114224, 13114331, 13114332, 13114342, 13114367, 13114370, 13114379||",1.9282051282051282,1.949874686716792,0.011175406152439116,0.0006177060158637192
"1:13138104:13140104:-:NM_001302702&NM_008678||6(13138104, 13138304]:0||TES:1000:1000||Ncoa2:-:13139104:13372429&13374083||13138162, 13138163, 13138209, 13138212, 13138660, 13139093, 13139094, 13139098, 13139099, 13139546, 13139547, 13139575, 13139851, 13139981, 13140002, 13140086||KO1.me_vs_WT2.me||1:13138104:13140104:-:NM_001302702&NM_008678||6(13138104, 13138304]:0||TES:1000:1000||Ncoa2:-:13139104:13372429&13374083||13138162, 13138163, 13138209, 13138212, 13138659, 13138660, 13139093, 13139094, 13139098, 13139099, 13139546, 13139547, 13139575, 13139851, 13139981, 13140002, 13140086||",1.8321678321678316,1.916666666666667,0.04508005596144898,0.019932140189239996
"1:13138158:13140158:-:NM_001077695||6(13138158, 13138358]:0||TES:1000:1000||Ncoa2:-:13139158:13374083||13138162, 13138163, 13138209, 13138212, 13138660, 13139093, 13139094, 13139098, 13139099, 13139575, 13139851, 13139981, 13140002, 13140086, 13140110, 13140113||KO1.me_vs_WT2.me||1:13138158:13140158:-:NM_001077695||6(13138158, 13138358]:0||TES:1000:1000||Ncoa2:-:13139158:13374083||13138162, 13138163, 13138209, 13138212, 13138659, 13138660, 13139093, 13139094, 13139098, 13139099, 13139575, 13139851, 13139981, 13140002, 13140086, 13140110, 13140113||",1.85,1.933333333333333,0.04405286343612319,0.02569138413253958
"1:13563692:13565692:-:NM_028173||4(13563692, 13563892]:0||TES:1000:1000||Tram1:-:13564692:13589910||13563796, 13563797, 13564101, 13564152, 13564155, 13564156, 13564168, 13564169, 13564194, 13564727, 13564728, 13564802, 13564803, 13564849, 13564850, 13564873, 13564874, 13564891, 13564892, 13564919, 13565006, 13565081, 13565090||KO1.me_vs_WT2.me||1:13563692:13565692:-:NM_028173||4(13563692, 13563892]:0||TES:1000:1000||Tram1:-:13564692:13589910||13563796, 13563797, 13564101, 13564152, 13564155, 13564156, 13564168, 13564169, 13564194, 13564727, 13564728, 13564802, 13564803, 13564849, 13564850, 13564873, 13564874, 13564891, 13564892, 13564919, 13565006, 13565081, 13565090||",1.869565217391304,1.941176470588235,0.03758389261744961,0.0008505822161853439
"1:13624899:13626899:-:NM_145381||6(13624899, 13625099]:0||TES:1000:1000||Lactb2:-:13625899:13660509||13625020, 13625021, 13625022, 13625365, 13625471, 13625497, 13625498, 13625641, 13625642, 13625688, 13625689, 13626112, 13626292||KO1.me_vs_WT2.me||1:13624899:13626899:-:NM_145381||6(13624899, 13625099]:0||TES:1000:1000||Lactb2:-:13625899:13660509||13625020, 13625021, 13625022, 13625365, 13625471, 13625497, 13625498, 13625641, 13625642, 13625688, 13625689, 13626112, 13626113, 13626292, 13626732, 13626733, 13626869, 13626870||",1.857142857142857,1.9282051282051282,0.03754596477646602,0.00450496308608182
"1:16100295:16102295:-:NM_011291||6(16100295, 16100495]:0||TES:1000:1000||Rpl7:-:16101295:16104433||16100335, 16100365, 16100366, 16100445, 16100527, 16100538, 16100539, 16100632, 16100683, 16101047, 16101379, 16101421, 16101482, 16101498, 16101501, 16101502, 16101537, 16101538, 16101610, 16101611, 16101628, 16101825, 16101826, 16101876, 16101877, 16101883, 16101884||KO1.me_vs_WT2.me||1:16100295:16102295:-:NM_011291||6(16100295, 16100495]:0||TES:1000:1000||Rpl7:-:16101295:16104433||16100335, 16100365, 16100366, 16100445, 16100527, 16100538, 16100539, 16100632, 16100683, 16101047, 16101379, 16101421, 16101482, 16101498, 16101501, 16101502, 16101537, 16101538, 16101610, 16101611, 16101628, 16101825, 16101826, 16101876, 16101877, 16101883, 16101884||",1.75,1.884615384615385,0.07407407407407429,0.012519807101975136
"1:16227809:16229809:-:NM_001111272||16(16228409, 16228609]:0||TES:1000:1000||Stau2:-:16228809:16519302||16228410, 16228537, 16228570, 16228571, 16228653, 16228654, 16228756, 16228757, 16228774, 16228775, 16228868, 16228948, 16228949, 16228977, 16229031, 16229032, 16229037, 16229038, 16229053, 16229070, 16229071, 16229078, 16229079, 16229153, 16229693, 16229717, 16229721, 16229739, 16229755, 16229782, 16229783||KO1.me_vs_WT2.me||1:16227809:16229809:-:NM_001111272||4(16228009, 16228209]:0||TES:1000:1000||Stau2:-:16228809:16519302||16228177, 16228410, 16228537, 16228570, 16228571, 16228653, 16228654, 16228756, 16228757, 16228774, 16228775, 16228868, 16228948, 16228949, 16228977, 16229031, 16229032, 16229037, 16229038, 16229053, 16229070, 16229071, 16229078, 16229079, 16229153, 16229693, 16229717, 16229721, 16229739, 16229755, 16229782, 16229783||",1.666666666666667,1.809090909090909,0.0819529206625979,0.0005310580072996657
"1:16567673:16569673:-:NM_001271017||8(16567673, 16567873]:0||TES:1000:1000||Ube2w:-:16568673:16619338||16567791, 16567792, 16567814, 16567850, 16567865, 16568983, 16568984, 16569045, 16569104, 16569145, 16569180, 16569261, 16569269||KO1.me_vs_WT2.me||1:16567673:16569673:-:NM_001271017||8(16567673, 16567873]:0||TES:1000:1000||Ube2w:-:16568673:16619338||16567791, 16567792, 16567814, 16567850, 16567865, 16568983, 16568984, 16569045, 16569104, 16569145, 16569180, 16569261, 16569269||",1.7777777777777781,1.8888888888888893,0.06060606060606062,0.014130265171821092
"1:16677275:16679275:+:NM_026392||6(16677275, 16677475]:0||TES:1000:1000||Tmem70:+:16665190:16678275||16677298, 16677299, 16677368, 16677393, 16677983, 16677984, 16677998, 16678002, 16678003, 16678506, 16678507, 16678530, 16678531, 16678675, 16678803, 16678804, 16678849||KO1.me_vs_WT2.me||1:16677275:16679275:+:NM_026392||6(16677275, 16677475]:0||TES:1000:1000||Tmem70:+:16665190:16678275||16677298, 16677299, 16677368, 16677393, 16677983, 16677984, 16677998, 16678002, 16678003, 16678506, 16678507, 16678530, 16678531, 16678675, 16678803, 16678804, 16678849||",1.8888888888888893,1.961538461538462,0.03773584905660398,0.011712446629510258
"1:19165332:19167332:+:NM_153154||4(19165732, 19165932]:0||TES:1000:1000||Tfap2d:+:19103021:19166332||19165759, 19165863, 19165864, 19166078, 19166079, 19166108, 19166125, 19166126, 19166384, 19166385, 19166509||KO1.me_vs_WT2.me||1:19165332:19167332:+:NM_153154||4(19165732, 19165932]:0||TES:1000:1000||Tfap2d:+:19103021:19166332||19165759, 19165863, 19165864, 19166078, 19166079, 19166108, 19166125, 19166126, 19166384, 19166385, 19166509||",1.7142857142857142,1.892857142857143,0.09900990099009917,0.02215656056191777
"1:20733496:20735496:+:NM_010552||11(20733496, 20733696]:0||TES:1000:1000||Il17a:+:20730904:20734496||20733539, 20733540, 20733557, 20733558, 20733624, 20733675, 20733683, 20733684, 20733696, 20733797, 20733829, 20733830, 20733837, 20733838, 20733845, 20733846, 20733870, 20733871, 20733872, 20733895, 20733896, 20735107, 20735108, 20735131||KO1.me_vs_WT2.me||1:20733496:20735496:+:NM_010552||10(20733496, 20733696]:0||TES:1000:1000||Il17a:+:20730904:20734496||20733539, 20733540, 20733557, 20733558, 20733624, 20733675, 20733683, 20733684, 20733696, 20733797, 20733829, 20733830, 20733837, 20733838, 20733845, 20733846, 20733870, 20733871, 20733872, 20733895, 20733896, 20735107, 20735108, 20735131||",1.5714285714285712,1.8166666666666664,0.14476458186929025,0.0004890982765596413
"1:20802013:20804013:-:NM_008563||14(20802213, 20802413]:0||TES:1000:1000||Mcm3:-:20803013:20820213||20802273, 20802327, 20802341, 20802387, 20802389, 20802391, 20802392, 20802668, 20802744, 20802745, 20802790, 20802791, 20802800, 20803511, 20803546, 20803636, 20803637, 20803675, 20803709, 20803804, 20803805, 20803884, 20803885, 20803935, 20803936, 20803958||KO1.me_vs_WT2.me||1:20802013:20804013:-:NM_008563||14(20802213, 20802413]:0||TES:1000:1000||Mcm3:-:20803013:20820213||20802273, 20802327, 20802341, 20802387, 20802389, 20802391, 20802392, 20802668, 20802744, 20802745, 20802790, 20802791, 20802800, 20803511, 20803546, 20803636, 20803637, 20803675, 20803709, 20803804, 20803805, 20803884, 20803885, 20803935, 20803936, 20803958||",1.8,1.919871794871795,0.06444942271239015,0.0014879577324567795
