gene_name	correlation	DE_type	mC_type	catalog	feature	DE_dif	mC_dif	location	distance_to_gene
Agrn	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.82070698775329	0.9473751637795	4:156166289:156196488	0
Baz2a	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-3.15768485433365	0.693238636093	10:128093782:128128303	0
Csmd2	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.11801824548131	0.850025817232	4:127989043:128566656	0
Ctnnbip1	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.06843454561056	0.6690074524415	4:149519240:149565437	0
Cttn	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.19193276713247	0.73423094912	7:144436723:144469935	0
Ddx6	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.24597350233902	0.853494664155	9:44605891:44639731	0
Dhx29	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.10611247454075	0.472297352453	13:112928792:112968187	0
Fbxl19	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.67660621547741	0.5599799138645	7:127747774:127767928	0
Frrs1	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.19223423194412	1.40798758673	3:116860566:116902750	0
Hhipl2	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-2.24625873569331	0.2972303014995	1:183419502:183436053	0
Iqsec3	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-2.73406267962338	0.67638912608	6:121373927:121472678	0
Map1a	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-2.02777686880164	0.646042345649	2:121290601:121309832	0
Nf2	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.54822296908135	0.531091335686	11:4766844:4848544	0
Pbx2	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.59760600193523	0.76781413979	17:34593470:34596341	0
Prrc2a	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.6611025542385	1.264658212718	17:35150085:35163877	0
Sema4b	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-2.56141568377686	1.1240108814715	7:80187840:80225524	0
Slc25a19	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.75224439226239	0.49789709135	11:115615180:115627295	0
Slc6a6	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-4.91600641750507	0.843876874753	6:91685066:91758063	0
Tln2	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-4.14633559131979	0.565961904156	9:67218084:67558703	0
Trio	negative	down	hyper	DMR_CCGG_5hmC_gene	gene	-1.86200802266649	1.190602250957	15:27731648:28024848	0
Gramd1b	negative	up	hypo	DMR_CCGG_5hmC_gene	gene	1.52141958420029	-1.06657263713	9:40298906:40454764	0
Pcyox1	negative	up	hypo	DMR_CCGG_5hmC_gene	gene	1.82782969717078	-3.32472433071	6:86387005:86396150	0
Erdr1	positive	down	hypo	DMR_CCGG_5hmC_gene	gene	-2.15330909724814	-2.208141036951	Y:90786441:90815465	0
Kcng3	positive	down	hypo	DMR_CCGG_5hmC_gene	gene	-1.00815534222156	-0.82902999797	17:83586956:83630895	0
Apba2	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	2.04782443363958	0.615934597744	7:64502705:64752876	0
Caml	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	5.19578854663369	0.4501064008755	13:55624004:55631416	0
Celf5	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.71383969570326	0.64046215585	10:81460227:81481709	0
Cpne1	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	2.55274675977834	0.5903207331495	2:156072840:156110965	0
Dnajb12	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.36693836436506	0.837690880487	10:59880590:59897016	0
Dot1l	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	2.2448903097522	1.10907774533	10:80756205:80793347	0
Egfl7	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.52022237911634	0.330192625163	2:26582055:26591682	0
Fbxo38	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.71937839679165	1.243067306411	18:62505058:62547743	0
Grhl1	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	7.7763693022036	0.7704372629375	12:24573286:24616391	0
Ica1	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.20087152929633	0.91846388874	6:8631526:8757458	0
Kcnk1	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.11633727907013	0.7494929507365	8:125996101:126029688	0
Macrod2	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.62886372255742	0.924736064735	2:140396429:142389050	0
Mllt6	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.65215626630429	0.921392795801	11:97664411:97684458	0
Pced1b	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.38718794500971	0.565333195106	15:97248106:97384691	0
Wnt7b	positive	up	hyper	DMR_CCGG_5hmC_gene	gene	1.4529763850581	0.6180583854855	15:85536436:85579729	0
