location	gene	feature	mean_KO.x	mean_WT.x	mean_dif.x	mean_pval.x	mean_KO.y	mean_WT.y	mean_dif.y	mean_pval.y	mean_KO.z	mean_WT.z	mean_dif.z	mean_pval.z
4:101354782:101398185	0610043K17Rik	gene	0	0.0600000000000001	-0.0600000000000001	4.97688834323665e-80	0	0.0600000000000001	-0.0600000000000001	6.01996437543277e-82	0	0.0600000000000001	-0.0600000000000001	3.30510436980403e-76
19:21598312:21651791	1110059E24Rik	gene	0	0.0600000000000001	-0.0600000000000001	5.13245037118252e-124	0	0.0600000000000001	-0.0600000000000001	1.09598645579361e-130	0	0.0600000000000001	-0.0600000000000001	8.46478782421744e-123
6:134930091:134950718	1190002F15Rik	gene	0	0.0600000000000001	-0.0600000000000001	2.59663698373172e-25	0	0.0600000000000001	-0.0600000000000001	9.15210654586331e-23	0	0.0600000000000001	-0.0600000000000001	1.91654901638579e-28
9:94518863:94537081	1190002N15Rik	gene	0	0.0600000000000001	-0.0600000000000001	2.25484556803649e-29	0	0.0600000000000001	-0.0600000000000001	7.01470658803448e-29	0	0.0600000000000001	-0.0600000000000001	8.33791834077674e-23
11:73082579:73084579	1200014J11Rik	TES	0	0.0600000000000001	-0.0600000000000001	1.07115341548803e-07	0	0.0674999999999999	-0.0674999999999999	2.67501063741303e-05	0	0.0600000000000001	-0.0600000000000001	2.31224989520444e-08
8:103344877:103346534	1600027J07Rik	gene	0	0.0600000000000001	-0.0600000000000001	1.80592432684903e-09	0	0.0625	-0.0625	3.26617716996799e-06	0	0.0625	-0.0625	7.35432118377788e-07
5:146184304:146186304	1700001J03Rik	TSS	0	0.0600000000000001	-0.0600000000000001	7.99282862905427e-14	0	0.0600000000000001	-0.0600000000000001	1.49318642295558e-12	0	0.0600000000000001	-0.0600000000000001	4.07487008561848e-12
13:68613231:68615231	1700001L19Rik	TES	0	0.0600000000000001	-0.0600000000000001	9.20138251894161e-13	0	0.0600000000000001	-0.0600000000000001	5.08152403214981e-13	0	0.0600000000000001	-0.0600000000000001	1.27435666756846e-11
9:45321079:45323079	1700003G13Rik	TSS	0	0.0600000000000001	-0.0600000000000001	2.76901858247162e-14	0	0.0675000000000001	-0.0675000000000001	4.33072148867508e-09	0	0.0625	-0.0625	4.55760720773483e-14
1:187126852:187128852	1700007P06Rik	TES	0	0.0600000000000001	-0.0600000000000001	5.65420772357223e-13	0	0.0600000000000001	-0.0600000000000001	1.02037658048912e-15	0	0.0600000000000001	-0.0600000000000001	4.62723070776477e-14
6:81899464:81901464	1700009C05Rik	TES	0	0.0600000000000001	-0.0600000000000001	2.58470017718884e-12	0	0.0600000000000001	-0.0600000000000001	1.226640616062e-14	0	0.0600000000000001	-0.0600000000000001	6.12162094151601e-15
8:79209429:79211429	1700011L22Rik	TES	0	0.0625	-0.0625	1.08711261472013e-06	0	0.0600000000000001	-0.0600000000000001	2.49633002057841e-05	0	0.0600000000000001	-0.0600000000000001	2.43820248318054e-05
11:112824128:112826128	1700012H19Rik	TSS	0	0.0600000000000001	-0.0600000000000001	6.20965809258372e-12	0	0.0600000000000001	-0.0600000000000001	2.52275694774811e-08	0	0.0600000000000001	-0.0600000000000001	1.47505253119831e-09
15:67227768:67376094	1700012I11Rik	gene	0	0.0600000000000001	-0.0600000000000001	3.39881954021683e-88	0	0.0600000000000001	-0.0600000000000001	5.79377107788718e-96	0	0.0600000000000001	-0.0600000000000001	7.64521105219875e-89
1:80474660:80476660	1700016L21Rik	TES	0	0.0600000000000001	-0.0600000000000001	2.12771992099763e-07	0	0.0600000000000001	-0.0600000000000001	3.5860851194752e-08	0	0.0600000000000001	-0.0600000000000001	1.80431701659046e-05
