chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand
chr1	75506076	75508076	+	5.80185302458037e-43	2.54146948490064e-39	-25.8219794847702	1	0	ENSMUST00000037330.4	+
chr2	33886946	33888946	-	6.93603036649741e-27	6.55994338662512e-24	-25.2530699977551	2	0	ENSMUST00000041555.9	-
chr4	33188737	33190737	-	8.19410854559771e-82	6.81982907859028e-77	28.3258896962259	3	0	ENSMUST00000119167.1	-
chr5	25220903	25222903	+	8.74136558769273e-38	2.79819330839948e-34	27.4196956889265	4	0	ENSMUST00000045737.13	+
chr6	93912256	93914256	-	1.00759701535825e-40	4.191431540136e-37	27.5511815807059	5	0	ENSMUST00000093769.7	-
chr6	93912554	93914554	-	3.94410315960299e-32	9.11837696394934e-29	25.1645876645877	6	0	ENSMUST00000093769.7	-
chr6	93912690	93914690	-	6.26049810541192e-31	1.10862025268261e-27	26.0234802741326	7	0	ENSMUST00000093769.7	-
chr11	115814697	115816697	+	2.54879862901269e-57	2.65165681368574e-53	27.9177118424254	8	0	ENSMUST00000106481.8	+
chr14	49219897	49221897	+	2.24187141990682e-21	1.0319545821323e-18	-27.6512432709562	9	0	ENSMUST00000228809.1	+
chr14	53597827	53599827	+	4.52641142336537e-27	4.3805369963054e-24	-25.3322154839377	10	0	ENSMUST00000103655.2	+
chr14	54449064	54451064	-	1.39313639397614e-48	8.28204106925548e-45	-28.8591078696331	11	0	ENSMUST00000179714.1	-
chr14	54615785	54617785	-	1.23298406600028e-58	1.71032243063316e-54	26.318483263846	12	0	ENSMUST00000102174.1	-
chr14	67168587	67170587	+	1.38315741219519e-21	6.61597930108098e-19	-27.5161223216143	13	0	ENSMUST00000225163.1	+
chr14	69762538	69764538	-	1.62308169836631e-25	1.35086564961275e-22	28.0067128936067	14	0	ENSMUST00000223676.1	-
chr14	79150389	79152389	-	3.40887968737984e-60	5.67431507357778e-56	-48.007103876717	15	0	ENSMUST00000226853.1	-
chr15	83778466	83780466	+	3.47546945348881e-20	1.26867507161429e-17	-25.8416240856351	16	0	ENSMUST00000046168.11	+
chr16	18425604	18427604	-	1.05757187858545e-40	4.191431540136e-37	28.5061137692717	17	0	ENSMUST00000115606.7	+
chr16	18425852	18427852	-	8.01431363099629e-68	3.33509428398865e-63	43.3986493767736	18	0	ENSMUST00000115606.7	+
chr18	61910852	61912852	-	6.80818158268422e-20	2.33182865276595e-17	-25.8269405262724	19	0	ENSMUST00000166783.1	-
chrX	7721926	7723926	+	1.26281721624244e-16	2.40508724314696e-14	-26.4963350007429	20	0	ENSMUST00000208156.1	+
chrX	75577971	75579971	-	5.94902840099503e-14	7.04307794837323e-12	-26.8402322532309	21	0	ENSMUST00000104218.1	-
