chr	start	end	strand	pvalue	qvalue	meth.diff	target.row	dist.to.feature	feature.name	feature.strand
chr1	16093001	16094000	*	4.15014476879347e-39	8.10677684554254e-35	32.1861522947197	1	0	ENSMUST00000151004.1	-
chr1	16520001	16521000	*	2.32804977636895e-26	1.46355942479795e-22	-26.0095879147679	2	0	ENSMUST00000162435.7	-
chr1	22695001	22696000	*	5.13956207106468e-08	2.22767295755914e-05	-27.9431974347229	3	-44764	ENSMUST00000180414.1	+
chr1	36303001	36304000	*	3.60981395968461e-12	3.77963776736296e-09	25.6417970316887	4	-3733	ENSMUST00000126413.7	+
chr1	54439001	54440000	*	2.64896454374222e-19	7.62735919380253e-16	28.5203074602436	5	-31	ENSMUST00000041638.7	-
chr1	68625001	68626000	*	2.89805753923692e-27	1.99660534645387e-23	-30.3635343268691	6	14830	ENSMUST00000193995.1	-
chr1	100232001	100233000	*	2.28940505718452e-12	2.47438093170574e-09	-28.9855072463768	7	-19629	ENSMUST00000185484.1	+
chr1	134987001	134988000	*	1.93129754323941e-28	1.52561574255008e-24	26.2703954840378	8	15047	ENSMUST00000139617.1	+
chr2	36236001	36237000	*	8.16946402885743e-10	5.62575128402997e-07	27.8906459394264	9	0	ENSMUST00000149930.2	+
chr2	104096001	104097000	*	6.33301123497596e-36	9.01433583356032e-32	26.8190408072394	10	163	ENSMUST00000153312.1	+
chr2	156362001	156363000	*	4.24364232379177e-98	6.40277311748263e-93	53.5552992659819	11	-14162	ENSMUST00000122112.1	-
chr2	168207001	168208000	*	4.08005772535074e-25	2.27157121852681e-21	37.5717266562337	12	0	ENSMUST00000088001.5	-
chr4	86930001	86931000	*	8.82805522690555e-33	9.9400732246405e-29	25.0724983720425	13	0	ENSMUST00000135874.1	+
chr4	120855001	120856000	*	3.31221982318143e-25	1.87170427094874e-21	-35.3702169443677	14	184	ENSMUST00000071093.8	+
chr4	124708001	124709000	*	6.08092145114651e-11	5.18645842988147e-08	27.6960784313726	15	-5776	ENSMUST00000030734.4	+
